WKT,nama,deskripsi
"POLYGON ((106.8539149 -6.2420277, 106.8535341 -6.2416331, 106.8531961 -6.2411159, 106.8530888 -6.2408172, 106.8529654 -6.2403373, 106.8529386 -6.239884, 106.8529654 -6.2393401, 106.8532122 -6.2385135, 106.8535072 -6.237527, 106.8536038 -6.2368124, 106.8535823 -6.2364925, 106.8535072 -6.2357139, 106.8532551 -6.2347113, 106.8528689 -6.234802, 106.8528099 -6.2347487, 106.852606 -6.2336928, 106.8525631 -6.2335115, 106.8522091 -6.2335062, 106.8517155 -6.2335275, 106.851678 -6.2335595, 106.8513561 -6.2335328, 106.8512917 -6.2334742, 106.8512596 -6.2333568, 106.8512971 -6.2330315, 106.8510718 -6.2329196, 106.8509323 -6.2328236, 106.8507446 -6.2332075, 106.8506587 -6.2336181, 106.8507714 -6.2342314, 106.8509162 -6.2344767, 106.8513883 -6.234802, 106.852032 -6.2351646, 106.852429 -6.2354739, 106.8525309 -6.2356126, 106.8526007 -6.2357565, 106.8527133 -6.2360818, 106.8527133 -6.2363591, 106.8523593 -6.2374737, 106.8521125 -6.2384389, 106.8517263 -6.2398734, 106.8517745 -6.2400867, 106.8518818 -6.2404599, 106.8525899 -6.2420277, 106.8526972 -6.2421077, 106.8539149 -6.2420277))",Tebet Eco Park,
