WKT,nama,deskripsi
"POLYGON ((110.0174377 -7.8950033, 110.149617 -7.9497507, 110.201802 -7.9810317, 110.3185318 -8.0214893, 110.3439376 -8.0384872, 110.37518 -8.071121, 110.4050491 -8.0775795, 110.4668472 -8.1102101, 110.4987762 -8.1173477, 110.5372283 -8.1326422, 110.5770538 -8.1394395, 110.5942199 -8.1424983, 110.6467483 -8.170366, 110.6786773 -8.1839593, 110.7075164 -8.1842991, 110.7054565 -8.1989113, 110.7971237 -8.1961928, 110.8372924 -8.2023095, 110.8297393 -8.1944937, 110.8345459 -8.188377, 110.8331726 -8.1781822, 110.8324859 -8.1737643, 110.8245895 -8.1683269, 110.8225296 -8.1608504, 110.8184097 -8.1577918, 110.8170364 -8.1506549, 110.8166931 -8.1441976, 110.8125732 -8.1469165, 110.8087966 -8.1567722, 110.7971237 -8.1625496, 110.787854 -8.1554128, 110.785794 -8.1438577, 110.7885406 -8.1282238, 110.7906005 -8.1197269, 110.7881973 -8.1057916, 110.7789276 -8.0843777, 110.7799575 -8.0690815, 110.7700012 -8.0490255, 110.754895 -8.0293084, 110.7555816 -8.0133301, 110.7624481 -8.0038109, 110.7614181 -7.9919114, 110.7662246 -7.9912315, 110.7686279 -7.9698116, 110.7672546 -7.9551911, 110.7720611 -7.9466905, 110.7710311 -7.9347894, 110.7724044 -7.9300289, 110.7679412 -7.9154069, 110.7700012 -7.9041851, 110.7765243 -7.8939831, 110.7765243 -7.8790198, 110.7844207 -7.8701776, 110.7833908 -7.8633757, 110.787854 -7.8565738, 110.7871673 -7.8511321, 110.7837341 -7.8521525, 110.7820175 -7.8327661, 110.785794 -7.826984, 110.7854507 -7.8178006, 110.7820175 -7.8143992, 110.777211 -7.8154196, 110.7717178 -7.808957, 110.764508 -7.808957, 110.7648513 -7.8126986, 110.7631347 -7.8178006, 110.7641647 -7.8235828, 110.7569549 -7.8266439, 110.7524917 -7.8239229, 110.7511184 -7.818821, 110.7456253 -7.8184808, 110.7418487 -7.8072563, 110.7294891 -7.799433, 110.7198761 -7.7929702, 110.7119796 -7.7933104, 110.7140396 -7.7990929, 110.7071731 -7.8055556, 110.6728408 -7.8024944, 110.6724975 -7.7963717, 110.6759307 -7.7919497, 110.6721542 -7.7868474, 110.6683776 -7.7871876, 110.6649444 -7.7939907, 110.6577346 -7.8041951, 110.646405 -7.7953513, 110.635762 -7.8014739, 110.6285522 -7.8004535, 110.625119 -7.8028345, 110.6189392 -7.799433, 110.6165359 -7.8018141, 110.6076095 -7.7977323, 110.5993698 -7.8007936, 110.6000564 -7.8065761, 110.5846069 -7.8082768, 110.5887268 -7.8055556, 110.5846069 -7.8031746, 110.5767105 -7.8065761, 110.5756805 -7.8024944, 110.5856369 -7.7950111, 110.582547 -7.7899088, 110.5784271 -7.7892285, 110.5636642 -7.7820852, 110.558171 -7.7831057, 110.5533645 -7.7878679, 110.5561111 -7.7950111, 110.5516479 -7.7950111, 110.547528 -7.7919497, 110.5403183 -7.7950111, 110.5413482 -7.7977323, 110.5365417 -7.7980725, 110.5365417 -7.7939907, 110.5313919 -7.7960316, 110.5307052 -7.7929702, 110.5248687 -7.785827, 110.5231521 -7.7831057, 110.5149124 -7.7814049, 110.5107925 -7.7735811, 110.5097625 -7.7694991, 110.4970596 -7.7681384, 110.4922531 -7.765417, 110.493283 -7.7484079, 110.4685638 -7.6405546, 110.4678772 -7.6167347, 110.4637573 -7.6082272, 110.4606674 -7.5820233, 110.4586074 -7.5677296, 110.4568908 -7.5588809, 110.4462478 -7.5422039, 110.429425 -7.551053, 110.4204986 -7.5578598, 110.4126022 -7.5653473, 110.3968093 -7.5881491, 110.3902862 -7.5908716, 110.3906295 -7.5959763, 110.3789566 -7.6017615, 110.37518 -7.6072063, 110.3518341 -7.6242211, 110.3449676 -7.6249016, 110.3322647 -7.6371518, 110.3037689 -7.6558666, 110.2893493 -7.6766221, 110.2718399 -7.7079236, 110.2656601 -7.6827465, 110.2625701 -7.6793441, 110.2656601 -7.6756014, 110.2646301 -7.6708379, 110.26772 -7.6636926, 110.2636001 -7.6609705, 110.2646301 -7.6459989, 110.2529571 -7.6425962, 110.2405975 -7.6531445, 110.2138183 -7.64736, 110.2076385 -7.6511029, 110.2007721 -7.6511029, 110.1932189 -7.6453184, 110.15923 -7.6463392, 110.1506469 -7.6463392, 110.1441238 -7.6504224, 110.1424072 -7.6456586, 110.1317642 -7.6558666, 110.1173446 -7.6694769, 110.127301 -7.6766221, 110.125241 -7.6803648, 110.1351974 -7.6871696, 110.1365707 -7.6932939, 110.1314209 -7.7007789, 110.1334808 -7.7045214, 110.1338241 -7.716429, 110.1303909 -7.745006, 110.1255844 -7.7480677, 110.1132247 -7.7647366, 110.1121948 -7.7763024, 110.1022384 -7.7780033, 110.0833557 -7.799433, 110.0802658 -7.8058958, 110.0733993 -7.8120183, 110.0661895 -7.8123584, 110.062413 -7.8154196, 110.0586364 -7.8229025, 110.0589798 -7.8409289, 110.04971 -7.8446701, 110.0510833 -7.8501118, 110.0473068 -7.8521525, 110.0421569 -7.8637158, 110.0445602 -7.8688172, 110.0425003 -7.8844611, 110.0380371 -7.8844611, 110.0332305 -7.8861614, 110.030484 -7.8977239, 110.0291107 -7.8922828, 110.0222442 -7.8905824, 110.0174377 -7.8950033))",DIY Yogyakarta,
